user_id,product_id,interaction_type,timestamp
U00129,P00263,view,2025-10-27 20:50:35.295625
U00479,P00872,view,2025-11-22 20:50:35.295967
U00472,P00594,purchase,2025-11-26 20:50:35.296396
U00354,P00540,add_to_cart,2025-12-09 20:50:35.297029
U00131,P00500,view,2026-01-10 20:50:35.297590
U00141,P00539,click,2025-12-02 20:50:35.297976
U00198,P00641,view,2026-01-12 20:50:35.298319
U00132,P00230,purchase,2025-12-17 20:50:35.298653
U00091,P00141,view,2025-11-18 20:50:35.298981
U00475,P00834,view,2025-11-30 20:50:35.299325
U00091,P00525,click,2026-01-06 20:50:35.299857
U00073,P00339,click,2025-11-25 20:50:35.300241
U00111,P00393,click,2026-01-06 20:50:35.300589
U00467,P00012,view,2025-12-17 20:50:35.300923
U00052,P00577,view,2026-01-10 20:50:35.301255
U00292,P00292,click,2025-11-23 20:50:35.301586
U00009,P00095,add_to_cart,2025-12-31 20:50:35.302074
U00334,P00475,click,2026-01-15 20:50:35.302516
U00340,P00390,view,2025-12-31 20:50:35.302866
U00358,P00468,view,2025-11-30 20:50:35.303197
U00294,P00666,view,2025-10-21 20:50:35.303522
U00481,P00219,click,2025-11-19 20:50:35.303844
U00223,P00811,view,2026-01-11 20:50:35.304163
U00276,P00913,view,2025-12-01 20:50:35.304491
U00488,P00801,click,2025-11-19 20:50:35.304811
U00062,P00927,click,2025-12-05 20:50:35.305135
U00170,P00408,click,2025-11-29 20:50:35.305452
U00028,P00284,click,2025-10-29 20:50:35.305768
U00046,P00657,view,2025-12-07 20:50:35.306090
U00041,P00354,add_to_cart,2025-12-13 20:50:35.306413
U00331,P00056,view,2025-11-10 20:50:35.306774
U00020,P00933,purchase,2025-10-27 20:50:35.307192
U00097,P00151,view,2025-12-01 20:50:35.307538
U00458,P00187,view,2025-10-23 20:50:35.307869
U00183,P00830,view,2025-10-31 20:50:35.308358
U00224,P00462,click,2026-01-02 20:50:35.308876
U00018,P00666,view,2025-11-05 20:50:35.309396
U00122,P00359,view,2026-01-11 20:50:35.309913
U00405,P00270,click,2025-12-11 20:50:35.310425
U00255,P00269,click,2025-11-23 20:50:35.310939
U00494,P00794,purchase,2026-01-15 20:50:35.311461
U00173,P00409,view,2026-01-14 20:50:35.311978
U00207,P00125,view,2025-10-28 20:50:35.312484
U00341,P00608,click,2025-10-25 20:50:35.313008
U00445,P00533,add_to_cart,2025-12-31 20:50:35.313542
U00379,P00280,click,2026-01-10 20:50:35.314083
U00018,P00817,click,2025-11-18 20:50:35.314619
U00334,P00540,view,2025-11-01 20:50:35.315159
U00023,P00540,view,2025-10-28 20:50:35.315686
U00066,P00872,view,2025-10-31 20:50:35.316082
U00025,P00098,add_to_cart,2026-01-07 20:50:35.316417
U00233,P00878,click,2025-11-05 20:50:35.316758
U00032,P00293,add_to_cart,2026-01-06 20:50:35.317267
U00058,P00855,view,2025-11-02 20:50:35.317647
U00112,P00746,view,2025-12-25 20:50:35.317989
U00218,P00407,view,2025-10-25 20:50:35.318324
U00205,P00124,view,2025-10-24 20:50:35.318663
U00294,P00665,click,2025-12-09 20:50:35.319080
U00428,P00220,purchase,2025-12-23 20:50:35.319632
U00391,P00558,view,2025-12-28 20:50:35.320185
U00171,P00659,view,2025-12-15 20:50:35.320748
U00072,P00788,click,2025-12-29 20:50:35.321289
U00356,P00197,view,2025-12-29 20:50:35.321834
U00224,P00887,view,2025-11-06 20:50:35.322394
U00020,P00080,view,2025-10-31 20:50:35.322942
U00313,P00942,view,2025-12-30 20:50:35.323496
U00008,P00381,add_to_cart,2026-01-09 20:50:35.324168
U00003,P00848,view,2026-01-08 20:50:35.324763
U00361,P00087,click,2025-12-14 20:50:35.325347
U00213,P00222,click,2025-11-20 20:50:35.325936
U00354,P00575,view,2026-01-01 20:50:35.326541
U00327,P00330,view,2025-11-23 20:50:35.327149
U00210,P00594,view,2025-12-28 20:50:35.327731
U00312,P00166,click,2025-11-04 20:50:35.328293
U00092,P00325,click,2025-11-02 20:50:35.328820
U00486,P00438,view,2025-12-12 20:50:35.329354
U00178,P00703,view,2025-11-09 20:50:35.329854
U00120,P00563,view,2025-11-13 20:50:35.330393
U00500,P00527,view,2025-12-04 20:50:35.330926
U00441,P00388,click,2025-11-11 20:50:35.331445
U00259,P00087,view,2025-10-31 20:50:35.331933
U00337,P00454,view,2026-01-13 20:50:35.332423
U00099,P00175,view,2025-12-31 20:50:35.333005
U00350,P00079,add_to_cart,2025-11-20 20:50:35.333628
U00254,P00502,view,2025-10-26 20:50:35.334209
U00472,P00235,view,2025-10-29 20:50:35.334776
U00186,P00028,view,2025-11-25 20:50:35.335329
U00128,P00179,view,2025-11-22 20:50:35.335848
U00022,P00142,view,2026-01-13 20:50:35.336207
U00473,P00485,click,2025-12-30 20:50:35.336537
U00402,P00482,view,2025-11-15 20:50:35.336866
U00059,P00915,view,2025-12-20 20:50:35.337190
U00369,P00373,view,2025-11-06 20:50:35.337509
U00166,P00226,view,2025-10-25 20:50:35.337828
U00459,P00821,view,2026-01-05 20:50:35.338153
U00166,P00402,view,2025-12-20 20:50:35.338483
U00377,P00716,view,2025-12-25 20:50:35.338814
U00192,P00255,add_to_cart,2026-01-10 20:50:35.339141
U00241,P00384,click,2026-01-13 20:50:35.339460
U00455,P00212,view,2025-12-23 20:50:35.339776
U00475,P00409,click,2025-12-28 20:50:35.340092
U00198,P00538,view,2025-11-22 20:50:35.340411
U00368,P00332,view,2025-12-05 20:50:35.340722
U00499,P00618,view,2025-12-08 20:50:35.341034
U00065,P00161,view,2025-11-08 20:50:35.341351
U00030,P00926,view,2026-01-05 20:50:35.341662
U00436,P00993,view,2025-11-27 20:50:35.341976
U00087,P00302,click,2025-12-22 20:50:35.342297
U00453,P00188,view,2025-12-30 20:50:35.342613
U00404,P00905,click,2025-11-02 20:50:35.342948
U00463,P00771,view,2025-11-10 20:50:35.343340
U00437,P00732,view,2025-11-28 20:50:35.343724
U00438,P00607,click,2025-12-23 20:50:35.344052
U00302,P00611,view,2025-11-21 20:50:35.344378
U00142,P00969,view,2025-11-26 20:50:35.344695
U00376,P00717,add_to_cart,2025-12-19 20:50:35.345014
U00167,P00494,view,2025-12-22 20:50:35.345339
U00456,P00471,add_to_cart,2025-12-31 20:50:35.345660
U00467,P00998,click,2026-01-19 20:50:35.345974
U00213,P00518,purchase,2026-01-14 20:50:35.346285
U00240,P00023,click,2025-11-16 20:50:35.346692
U00017,P00204,view,2025-11-30 20:50:35.347405
U00245,P00011,add_to_cart,2025-10-22 20:50:35.347954
U00420,P00021,view,2025-11-17 20:50:35.348667
U00123,P00326,view,2026-01-18 20:50:35.349126
U00354,P00343,click,2025-12-23 20:50:35.349716
U00067,P00484,view,2025-12-20 20:50:35.350121
U00331,P00698,purchase,2026-01-17 20:50:35.350466
U00245,P00189,click,2025-12-30 20:50:35.350792
U00360,P00803,view,2025-11-07 20:50:35.351151
U00382,P00546,click,2025-11-22 20:50:35.351619
U00237,P00332,click,2025-10-21 20:50:35.351979
U00207,P00995,view,2025-12-03 20:50:35.352316
U00320,P00713,view,2025-10-30 20:50:35.352645
U00000,P00213,add_to_cart,2026-01-10 20:50:35.352972
U00197,P00636,add_to_cart,2025-12-08 20:50:35.353296
U00271,P00759,view,2025-11-26 20:50:35.353621
U00385,P00429,view,2025-11-02 20:50:35.353948
U00277,P00058,click,2025-12-24 20:50:35.354282
U00403,P00449,click,2025-11-01 20:50:35.354622
U00450,P00170,view,2026-01-12 20:50:35.355138
U00263,P00643,add_to_cart,2025-10-25 20:50:35.355545
U00186,P00245,add_to_cart,2026-01-05 20:50:35.356072
U00196,P00465,view,2025-11-01 20:50:35.356642
U00020,P00471,view,2025-12-28 20:50:35.357037
U00331,P00021,click,2026-01-11 20:50:35.357379
U00287,P00179,click,2025-12-24 20:50:35.357702
U00070,P00029,purchase,2025-12-20 20:50:35.358020
U00276,P00077,view,2025-11-19 20:50:35.358345
U00377,P00012,add_to_cart,2025-11-06 20:50:35.358708
U00446,P00201,purchase,2025-12-24 20:50:35.359110
U00385,P00164,click,2025-12-22 20:50:35.359467
U00164,P00087,view,2025-12-16 20:50:35.359798
U00257,P00858,click,2025-12-15 20:50:35.360116
U00027,P00900,view,2025-12-06 20:50:35.360436
U00231,P00735,view,2025-11-13 20:50:35.360755
U00424,P00305,view,2025-10-21 20:50:35.361217
U00272,P00062,click,2025-11-12 20:50:35.361766
U00460,P00805,view,2025-11-01 20:50:35.362130
U00188,P00898,click,2025-10-23 20:50:35.362464
U00414,P00438,purchase,2026-01-11 20:50:35.362957
U00096,P00307,add_to_cart,2025-11-22 20:50:35.363437
U00044,P00495,view,2025-12-28 20:50:35.363784
U00147,P00467,purchase,2026-01-10 20:50:35.364113
U00055,P00245,view,2026-01-05 20:50:35.364430
U00356,P00981,view,2025-12-31 20:50:35.364745
U00447,P00916,view,2025-10-31 20:50:35.365061
U00011,P00349,view,2025-10-24 20:50:35.365378
U00277,P00388,add_to_cart,2025-11-20 20:50:35.365690
U00177,P00436,view,2025-10-29 20:50:35.366005
U00010,P00588,view,2026-01-11 20:50:35.366544
U00011,P00325,add_to_cart,2025-12-21 20:50:35.367027
U00427,P00162,add_to_cart,2025-10-29 20:50:35.367479
U00171,P00827,view,2025-12-07 20:50:35.367905
U00335,P00636,click,2025-12-09 20:50:35.368250
U00248,P00549,click,2025-10-22 20:50:35.368580
U00271,P00538,add_to_cart,2025-11-24 20:50:35.368924
U00234,P00124,view,2026-01-03 20:50:35.369431
U00459,P00646,click,2025-12-29 20:50:35.369974
U00404,P00560,view,2025-11-19 20:50:35.370583
U00190,P00225,purchase,2026-01-13 20:50:35.371127
U00075,P00533,view,2025-11-22 20:50:35.371666
U00489,P00355,view,2025-12-30 20:50:35.372177
U00364,P00956,click,2025-12-27 20:50:35.372702
U00498,P00243,view,2025-10-21 20:50:35.373197
U00354,P00365,add_to_cart,2025-12-31 20:50:35.373741
U00082,P00596,view,2026-01-14 20:50:35.374263
U00162,P00306,click,2025-11-24 20:50:35.374793
U00133,P00922,view,2025-12-24 20:50:35.375331
U00287,P00568,click,2025-10-26 20:50:35.375995
U00162,P00746,purchase,2026-01-01 20:50:35.376567
U00190,P00240,view,2025-12-30 20:50:35.377167
U00273,P00712,view,2026-01-16 20:50:35.377743
U00207,P00214,add_to_cart,2026-01-01 20:50:35.378288
U00485,P00862,view,2025-12-10 20:50:35.378823
U00079,P00195,view,2025-11-11 20:50:35.379401
U00499,P00003,click,2025-10-29 20:50:35.379976
U00361,P00339,view,2025-12-13 20:50:35.380636
U00496,P00809,add_to_cart,2025-11-07 20:50:35.381235
U00341,P00920,view,2025-11-08 20:50:35.381809
U00373,P00482,add_to_cart,2025-11-24 20:50:35.382376
U00173,P00860,click,2025-11-19 20:50:35.383034
U00460,P00658,view,2025-10-25 20:50:35.383731
U00282,P00299,view,2026-01-16 20:50:35.384337
U00205,P00415,click,2025-12-22 20:50:35.384925
U00228,P00860,view,2025-12-09 20:50:35.385491
U00028,P00142,click,2025-12-26 20:50:35.385966
U00298,P00105,click,2025-12-15 20:50:35.386405
U00100,P00006,view,2025-11-12 20:50:35.386747
U00434,P00521,view,2025-10-26 20:50:35.387096
U00490,P00610,view,2025-11-15 20:50:35.387473
U00201,P00151,view,2025-12-10 20:50:35.387820
U00308,P00557,click,2026-01-12 20:50:35.388149
U00465,P00852,click,2025-11-30 20:50:35.388482
U00075,P00197,click,2025-11-26 20:50:35.388812
U00189,P00029,view,2026-01-18 20:50:35.389133
U00145,P00595,view,2025-12-11 20:50:35.389448
U00500,P00051,view,2025-11-09 20:50:35.389764
U00044,P00056,view,2025-11-24 20:50:35.390081
U00379,P00063,purchase,2025-11-24 20:50:35.390400
U00147,P00937,view,2025-11-26 20:50:35.390722
U00373,P00251,add_to_cart,2026-01-02 20:50:35.391050
U00427,P00557,click,2026-01-08 20:50:35.391369
U00073,P00305,view,2025-11-20 20:50:35.391694
U00444,P00252,click,2025-12-08 20:50:35.392071
U00033,P00053,add_to_cart,2025-11-05 20:50:35.392424
U00387,P00079,view,2026-01-19 20:50:35.392756
U00209,P00273,click,2025-12-16 20:50:35.393075
U00212,P00414,view,2025-11-21 20:50:35.393395
U00363,P00895,click,2026-01-02 20:50:35.393710
U00102,P00418,view,2025-12-02 20:50:35.394025
U00148,P00137,click,2026-01-14 20:50:35.394338
U00421,P00861,add_to_cart,2025-11-06 20:50:35.394651
U00155,P00882,view,2025-11-21 20:50:35.394967
U00114,P00702,view,2026-01-19 20:50:35.395284
U00078,P00629,view,2025-10-30 20:50:35.395606
U00427,P00573,click,2026-01-04 20:50:35.395939
U00334,P00651,click,2025-12-14 20:50:35.396260
U00213,P00112,view,2025-10-23 20:50:35.396589
U00330,P00002,view,2026-01-04 20:50:35.397181
U00391,P00677,view,2026-01-11 20:50:35.397578
U00306,P00799,click,2025-11-06 20:50:35.397926
U00246,P00067,click,2025-12-17 20:50:35.398257
U00321,P00264,click,2025-10-23 20:50:35.398582
U00418,P00437,view,2025-11-15 20:50:35.398910
U00375,P00636,click,2025-12-17 20:50:35.399235
U00083,P00084,click,2026-01-01 20:50:35.399561
U00163,P00860,view,2025-10-23 20:50:35.399889
U00069,P00488,view,2026-01-13 20:50:35.400226
U00139,P00238,view,2025-10-30 20:50:35.400564
U00466,P00563,purchase,2026-01-13 20:50:35.400896
U00148,P00513,view,2025-10-30 20:50:35.401225
U00479,P00236,view,2025-12-26 20:50:35.401559
U00392,P00617,click,2026-01-07 20:50:35.402087
U00306,P00500,click,2025-11-11 20:50:35.402489
U00165,P00393,add_to_cart,2025-10-24 20:50:35.402834
U00409,P00383,view,2025-10-24 20:50:35.403182
U00357,P00218,click,2026-01-07 20:50:35.403521
U00273,P00298,click,2026-01-01 20:50:35.403850
U00006,P00740,view,2025-12-14 20:50:35.404174
U00190,P00326,click,2025-11-28 20:50:35.404494
U00174,P00858,add_to_cart,2025-12-30 20:50:35.404818
U00052,P00636,view,2025-11-16 20:50:35.405147
U00113,P00972,add_to_cart,2025-11-09 20:50:35.405474
U00314,P00235,click,2025-11-13 20:50:35.405798
U00433,P00888,click,2025-11-10 20:50:35.406126
U00359,P00500,click,2026-01-05 20:50:35.406468
U00213,P00129,view,2026-01-10 20:50:35.407040
U00059,P00766,add_to_cart,2026-01-17 20:50:35.407409
U00245,P00944,view,2025-10-23 20:50:35.407872
U00185,P00187,view,2025-11-24 20:50:35.408407
U00455,P00390,purchase,2025-11-14 20:50:35.408921
U00390,P00386,purchase,2025-12-28 20:50:35.409278
U00363,P00636,view,2026-01-04 20:50:35.409606
U00113,P00372,view,2025-10-23 20:50:35.409928
U00072,P00443,click,2025-12-11 20:50:35.410251
U00064,P00190,view,2026-01-09 20:50:35.410574
U00217,P00144,click,2026-01-05 20:50:35.410909
U00039,P00902,view,2025-11-19 20:50:35.411240
U00387,P00678,view,2025-12-25 20:50:35.411785
U00055,P00456,view,2025-10-27 20:50:35.412179
U00262,P00752,click,2025-11-20 20:50:35.412662
U00060,P00625,add_to_cart,2026-01-14 20:50:35.413034
U00033,P00972,view,2026-01-18 20:50:35.413385
U00386,P00302,view,2026-01-04 20:50:35.413744
U00471,P00802,click,2025-11-05 20:50:35.414099
U00461,P00196,view,2025-10-26 20:50:35.414428
U00179,P00105,view,2026-01-01 20:50:35.414752
U00433,P00289,click,2025-12-15 20:50:35.415072
U00485,P00990,click,2025-12-05 20:50:35.415389
U00082,P00737,add_to_cart,2025-11-02 20:50:35.415708
U00123,P00598,click,2026-01-11 20:50:35.416042
U00050,P00766,add_to_cart,2026-01-18 20:50:35.416366
U00270,P00931,view,2025-12-26 20:50:35.416691
U00493,P00231,view,2025-11-12 20:50:35.417120
U00002,P00195,purchase,2026-01-07 20:50:35.417515
U00473,P00798,view,2025-11-16 20:50:35.417874
U00435,P00095,click,2025-12-04 20:50:35.418217
U00357,P00921,click,2025-11-24 20:50:35.418562
U00344,P00530,purchase,2025-12-27 20:50:35.418896
U00427,P00559,view,2025-12-02 20:50:35.419227
U00217,P00466,view,2025-12-21 20:50:35.419554
U00208,P00210,view,2025-12-10 20:50:35.419877
U00063,P00588,view,2025-11-14 20:50:35.420210
U00069,P00268,view,2025-12-04 20:50:35.420559
U00360,P00799,view,2026-01-14 20:50:35.420906
U00042,P00283,view,2026-01-05 20:50:35.421241
U00197,P00116,view,2025-11-04 20:50:35.421564
U00376,P00968,view,2025-11-24 20:50:35.421933
U00115,P00483,click,2025-12-13 20:50:35.422602
U00437,P00055,view,2026-01-11 20:50:35.423209
U00458,P00980,add_to_cart,2025-11-20 20:50:35.423792
U00480,P00662,click,2025-12-28 20:50:35.424477
U00006,P00765,purchase,2025-11-18 20:50:35.425054
U00344,P00142,view,2025-11-24 20:50:35.425618
U00267,P00650,click,2026-01-09 20:50:35.426217
U00061,P00755,view,2025-11-29 20:50:35.426800
U00355,P00261,click,2026-01-06 20:50:35.427344
U00379,P00920,add_to_cart,2025-12-29 20:50:35.427854
U00033,P00534,view,2025-12-25 20:50:35.428454
U00173,P00293,view,2025-11-29 20:50:35.429052
U00062,P00239,view,2025-11-26 20:50:35.429628
U00371,P00991,view,2025-11-06 20:50:35.430231
U00303,P00665,view,2025-10-29 20:50:35.430823
U00482,P00873,view,2025-11-20 20:50:35.431430
U00341,P00097,click,2025-11-29 20:50:35.432057
U00248,P00289,click,2026-01-01 20:50:35.432676
U00393,P00857,view,2026-01-04 20:50:35.433261
U00128,P00265,view,2025-12-21 20:50:35.433851
U00321,P00630,add_to_cart,2026-01-16 20:50:35.434438
U00050,P00966,click,2026-01-11 20:50:35.435111
U00255,P00398,click,2025-12-28 20:50:35.435742
U00195,P00394,click,2025-12-09 20:50:35.436298
U00078,P00381,view,2025-11-01 20:50:35.436923
U00049,P00091,click,2025-10-27 20:50:35.437527
U00384,P00930,click,2025-11-17 20:50:35.437958
U00405,P00650,view,2025-12-13 20:50:35.438317
U00338,P00963,view,2025-11-16 20:50:35.438654
U00133,P00162,click,2025-11-11 20:50:35.438991
U00279,P00133,view,2026-01-15 20:50:35.439314
U00220,P00985,add_to_cart,2026-01-04 20:50:35.439634
U00196,P00558,view,2025-12-02 20:50:35.439964
U00226,P00730,view,2026-01-15 20:50:35.440283
U00090,P00232,click,2025-12-12 20:50:35.440604
U00452,P00785,click,2025-11-18 20:50:35.440927
U00220,P00853,view,2025-12-01 20:50:35.441246
U00249,P00455,click,2025-11-08 20:50:35.441570
U00345,P00339,view,2025-11-10 20:50:35.441896
U00350,P00285,click,2025-11-20 20:50:35.442257
U00243,P00933,click,2025-12-30 20:50:35.442600
U00259,P00983,view,2025-12-17 20:50:35.442933
U00253,P00455,click,2025-12-02 20:50:35.443256
U00315,P00548,click,2025-12-14 20:50:35.443572
U00164,P00446,view,2025-11-05 20:50:35.443894
U00023,P00460,view,2025-12-04 20:50:35.444208
U00178,P00499,add_to_cart,2025-11-06 20:50:35.444526
U00013,P00403,click,2025-10-31 20:50:35.444856
U00174,P00939,view,2025-11-26 20:50:35.445171
U00176,P00968,purchase,2025-11-28 20:50:35.445481
U00179,P00025,view,2025-12-19 20:50:35.445797
U00126,P00449,view,2025-12-11 20:50:35.446120
U00303,P00602,view,2025-10-23 20:50:35.446450
U00033,P00354,add_to_cart,2026-01-05 20:50:35.446776
U00172,P00472,view,2025-11-12 20:50:35.447210
U00166,P00356,view,2025-10-27 20:50:35.447839
U00442,P00848,view,2025-11-15 20:50:35.448248
U00461,P00397,view,2026-01-17 20:50:35.448609
U00356,P00032,view,2026-01-17 20:50:35.448949
U00162,P00182,view,2025-12-01 20:50:35.449276
U00165,P00929,click,2025-11-18 20:50:35.449600
U00051,P00274,click,2025-12-24 20:50:35.449920
U00172,P00273,view,2025-10-26 20:50:35.450244
U00173,P00172,view,2025-12-12 20:50:35.450567
U00186,P00270,purchase,2025-12-25 20:50:35.450888
U00254,P00325,click,2026-01-10 20:50:35.451208
U00430,P00544,add_to_cart,2025-12-23 20:50:35.451526
U00147,P00023,view,2025-12-12 20:50:35.451847
U00293,P00622,view,2025-12-22 20:50:35.452167
U00319,P00879,click,2026-01-08 20:50:35.452487
U00367,P00409,add_to_cart,2026-01-07 20:50:35.452845
U00303,P00726,view,2026-01-11 20:50:35.453197
U00290,P00966,add_to_cart,2025-11-20 20:50:35.453527
U00218,P00564,view,2026-01-10 20:50:35.453855
U00333,P00918,add_to_cart,2025-11-16 20:50:35.454191
U00411,P00933,view,2025-10-27 20:50:35.454512
U00276,P00490,view,2025-11-27 20:50:35.454830
U00205,P00644,view,2025-11-15 20:50:35.455144
U00232,P00003,click,2025-11-10 20:50:35.455460
U00092,P00548,add_to_cart,2025-10-31 20:50:35.455774
U00360,P00711,click,2025-12-27 20:50:35.456088
U00295,P00962,view,2025-10-27 20:50:35.456401
U00492,P00372,add_to_cart,2025-11-21 20:50:35.456713
U00137,P00111,add_to_cart,2025-11-12 20:50:35.457036
U00414,P00965,click,2025-11-25 20:50:35.457351
U00478,P00830,click,2025-10-31 20:50:35.457704
U00030,P00655,click,2025-12-04 20:50:35.458055
U00236,P00012,view,2025-12-31 20:50:35.458381
U00382,P00093,click,2025-12-12 20:50:35.458700
U00432,P00334,view,2025-12-10 20:50:35.459010
U00440,P00661,add_to_cart,2026-01-11 20:50:35.459320
U00324,P00812,view,2025-11-28 20:50:35.459634
U00136,P00707,add_to_cart,2025-10-29 20:50:35.459945
U00082,P00870,view,2025-11-04 20:50:35.460255
U00120,P00670,view,2026-01-05 20:50:35.460566
U00076,P00593,view,2025-12-19 20:50:35.460901
U00408,P00635,add_to_cart,2025-11-21 20:50:35.461220
U00248,P00961,click,2025-11-25 20:50:35.461532
U00216,P00488,click,2026-01-15 20:50:35.461856
U00103,P00503,view,2026-01-02 20:50:35.462285
U00014,P00665,view,2025-12-15 20:50:35.462664
U00337,P00425,click,2025-10-29 20:50:35.463008
U00436,P00573,view,2025-11-18 20:50:35.463333
U00400,P00876,view,2026-01-09 20:50:35.463667
U00160,P00396,click,2026-01-11 20:50:35.464036
U00461,P00186,purchase,2025-12-04 20:50:35.464357
U00343,P00729,click,2026-01-08 20:50:35.464674
U00203,P00343,add_to_cart,2026-01-02 20:50:35.464986
U00120,P00145,view,2025-11-16 20:50:35.465299
U00477,P00435,view,2025-10-26 20:50:35.465612
U00424,P00835,click,2025-11-13 20:50:35.465921
U00128,P00180,view,2026-01-08 20:50:35.466234
U00121,P00076,click,2025-12-10 20:50:35.466545
U00168,P00399,add_to_cart,2025-12-01 20:50:35.466867
U00412,P00967,click,2025-12-20 20:50:35.467192
U00478,P00193,view,2026-01-01 20:50:35.467517
U00054,P00789,view,2025-12-15 20:50:35.467832
U00225,P00460,view,2025-11-05 20:50:35.468158
U00028,P00417,view,2025-12-03 20:50:35.468474
U00358,P00451,add_to_cart,2025-12-10 20:50:35.468783
U00279,P00418,view,2025-10-24 20:50:35.469235
U00126,P00322,purchase,2026-01-01 20:50:35.469810
U00185,P00638,view,2025-12-03 20:50:35.470386
U00420,P00964,view,2025-10-29 20:50:35.470965
U00495,P00617,add_to_cart,2026-01-15 20:50:35.471568
U00430,P00421,click,2026-01-13 20:50:35.472199
U00353,P00631,add_to_cart,2025-10-26 20:50:35.472794
U00122,P00815,view,2025-12-01 20:50:35.473388
U00158,P00992,click,2025-10-22 20:50:35.473981
U00185,P00975,add_to_cart,2025-10-24 20:50:35.474578
U00062,P00242,click,2025-12-20 20:50:35.475160
U00439,P00801,view,2026-01-18 20:50:35.475747
U00465,P00828,purchase,2025-12-18 20:50:35.476372
U00154,P00241,view,2025-12-20 20:50:35.477042
U00152,P00224,view,2025-12-30 20:50:35.477706
U00468,P00659,view,2025-12-10 20:50:35.478338
U00450,P00460,add_to_cart,2025-10-29 20:50:35.479050
U00208,P00589,click,2025-12-15 20:50:35.479688
U00443,P00342,view,2025-11-18 20:50:35.480377
U00241,P00842,click,2025-12-08 20:50:35.481007
U00367,P00986,view,2026-01-07 20:50:35.481603
U00422,P00808,view,2025-12-17 20:50:35.482176
U00259,P00106,view,2025-11-27 20:50:35.482737
U00308,P00327,click,2025-11-10 20:50:35.483287
U00377,P00295,view,2025-10-23 20:50:35.483857
U00014,P00617,click,2025-10-29 20:50:35.484420
U00328,P00710,view,2025-11-24 20:50:35.484997
U00405,P00605,click,2026-01-19 20:50:35.485600
U00205,P00489,view,2025-12-11 20:50:35.485977
U00160,P00980,click,2026-01-05 20:50:35.486314
U00080,P00811,view,2025-10-28 20:50:35.486675
U00390,P00018,view,2025-11-04 20:50:35.487014
U00351,P00235,view,2025-12-10 20:50:35.487343
U00231,P00870,view,2026-01-02 20:50:35.487663
U00133,P00900,view,2025-11-05 20:50:35.487978
